FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
H,0.27,0.3541666666666667,0.43373493975903615,0.34177215189873417,1.08,1.36,L,L,D,L,W,D,W,D,D,W,0,0,0,0,0,0,0,0,-0.36,0.28,-0.28,-0.2,6.0
NH,0.27,0.3229166666666667,0.5421686746987951,0.5316455696202531,0.8,0.92,D,L,D,L,W,L,D,D,W,D,0,0,0,0,0,0,0,0,-0.72,-0.44,-0.12,-0.04,-3.0
NH,0.45,0.4375,0.2289156626506024,0.379746835443038,2.08,1.4,D,W,W,W,W,D,W,L,W,W,1,0,0,0,0,0,0,0,1.04,0.48,0.68,0.12,-8.0
NH,0.34,0.4270833333333333,0.40963855421686746,0.3670886075949367,1.36,1.68,L,D,L,L,L,D,D,D,W,W,0,0,1,0,0,0,0,0,0.0,0.48,-0.32,-0.32,6.0
H,0.51,0.3020833333333333,0.3253012048192771,0.5949367088607594,1.7692307692307692,0.8076923076923077,L,D,W,D,W,D,D,L,D,L,0,0,0,0,0,0,0,0,0.9230769230769231,-0.6923076923076923,0.9615384615384616,0.19230769230769232,-9.0
NH,0.25,0.375,0.4819277108433735,0.5316455696202531,1.0769230769230769,1.0769230769230769,D,D,L,D,L,L,W,L,D,W,0,0,0,0,0,0,0,0,-0.5769230769230769,-0.23076923076923078,0.0,-0.15384615384615385,3.0
H,0.33,0.4895833333333333,0.5301204819277109,0.26582278481012656,0.9230769230769231,2.0384615384615383,D,L,D,D,W,D,D,W,W,W,0,0,0,0,1,0,0,0,-0.4230769230769231,1.0,-1.1153846153846154,-0.19230769230769232,17.0
H,0.24,0.3333333333333333,0.3614457831325301,0.5822784810126582,1.1538461538461537,0.8846153846153846,L,D,L,L,L,W,D,W,W,L,0,0,1,0,0,0,0,0,-0.23076923076923078,-0.5384615384615384,0.2692307692307692,-0.34615384615384615,-5.0
NH,0.28,0.5104166666666666,0.39759036144578314,0.3670886075949367,1.1153846153846154,1.5769230769230769,L,D,W,W,L,W,D,W,L,L,0,0,0,0,0,0,0,0,-0.19230769230769232,0.7692307692307693,-0.46153846153846156,0.0,11.0
H,0.34,0.1875,0.3373493975903614,0.46835443037974683,1.3076923076923077,0.6538461538461539,L,D,W,D,D,D,D,D,D,W,0,0,0,0,0,0,0,0,0.23076923076923078,-0.7307692307692307,0.6538461538461539,-0.038461538461538464,-5.0
H,0.42,0.34375,0.3493975903614458,0.5569620253164557,1.7307692307692308,1.0384615384615385,W,D,D,D,W,W,W,L,D,L,0,0,0,0,0,0,0,0,0.5,-0.4230769230769231,0.6923076923076923,0.07692307692307693,-1.0
H,0.23,0.2916666666666667,0.5903614457831325,0.45569620253164556,0.8076923076923077,1.1538461538461537,D,L,D,L,D,W,L,L,D,L,0,0,0,0,0,0,0,0,-1.0,-0.3076923076923077,-0.34615384615384615,-0.038461538461538464,1.0
H,0.6,0.4166666666666667,0.37349397590361444,0.379746835443038,2.3846153846153846,1.6153846153846154,W,W,D,W,W,D,W,D,D,W,0,0,0,0,0,0,0,0,1.1153846153846154,0.38461538461538464,0.7692307692307693,0.15384615384615385,-5.0
NH,0.44,0.3541666666666667,0.3855421686746988,0.4430379746835443,1.3846153846153846,1.3076923076923077,D,D,W,L,W,L,L,D,L,L,0,0,0,0,0,0,0,0,0.46153846153846156,-0.038461538461538464,0.07692307692307693,0.2692307692307692,-1.0
H,0.44,0.3958333333333333,0.40963855421686746,0.3670886075949367,1.3333333333333333,1.3703703703703705,L,D,D,W,L,W,L,D,W,D,0,0,0,0,0,0,0,0,0.37037037037037035,0.3333333333333333,-0.037037037037037035,-0.1111111111111111,-3.0
H,0.5,0.2604166666666667,0.3493975903614458,0.6329113924050633,1.6296296296296295,0.8888888888888888,W,W,D,W,L,W,D,L,D,L,0,0,0,0,0,0,0,0,0.7777777777777778,-0.9259259259259259,0.7407407407407407,0.18518518518518517,-16.0
H,0.36,0.2708333333333333,0.5060240963855421,0.3924050632911392,1.0740740740740742,1.2222222222222223,D,L,W,L,D,W,L,D,L,L,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.18518518518518517,-0.14814814814814814,0.037037037037037035,-5.0
H,0.25,0.4166666666666667,0.4819277108433735,0.4050632911392405,1.0740740740740742,1.5555555555555556,D,D,D,L,D,L,D,W,D,D,0,0,0,0,0,0,0,0,-0.5555555555555556,0.2962962962962963,-0.48148148148148145,-0.07407407407407407,4.0
NH,0.19,0.6458333333333334,0.4939759036144578,0.3924050632911392,0.6296296296296297,2.4074074074074074,L,D,D,D,D,W,W,W,D,W,0,0,0,0,0,0,0,0,-0.8148148148148148,1.1481481481481481,-1.7777777777777777,-0.3333333333333333,15.0
NH,0.33,0.3125,0.5783132530120482,0.6455696202531646,0.8518518518518519,0.7777777777777778,L,W,D,W,W,L,D,D,L,D,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.7777777777777778,0.07407407407407407,0.25925925925925924,3.0
H,0.36,0.2916666666666667,0.42168674698795183,0.43037974683544306,1.3703703703703705,1.0740740740740742,W,L,L,D,L,L,L,D,W,W,0,0,0,0,0,0,0,0,0.037037037037037035,-0.2222222222222222,0.2962962962962963,-0.1111111111111111,-4.0
H,0.48,0.5729166666666666,0.2891566265060241,0.35443037974683544,1.962962962962963,1.8148148148148149,L,D,D,W,W,W,L,D,W,D,0,0,0,0,0,0,0,0,0.8888888888888888,1.0,0.14814814814814814,0.0,-5.0
H,0.34,0.375,0.5542168674698795,0.569620253164557,1.0,1.0,L,W,W,L,D,W,D,L,D,D,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.3333333333333333,0.0,0.037037037037037035,-13.0
NH,0.29,0.4583333333333333,0.4578313253012048,0.379746835443038,1.1111111111111112,1.7777777777777777,L,W,L,L,D,W,W,D,D,D,0,0,0,0,0,0,0,0,-0.3333333333333333,0.5185185185185185,-0.6666666666666666,-0.18518518518518517,14.0
H,0.55,0.3958333333333333,0.3614457831325301,0.45569620253164556,1.75,1.4285714285714286,L,W,L,D,W,W,W,L,L,D,0,0,0,0,0,0,0,0,0.8928571428571429,0.07142857142857142,0.32142857142857145,0.0,-4.0
H,0.41,0.34375,0.40963855421686746,0.6455696202531646,1.5,0.8214285714285714,L,L,D,W,D,L,L,W,D,W,0,0,0,0,0,0,0,0,0.25,-0.6428571428571429,0.6785714285714286,-0.07142857142857142,-11.0
H,0.64,0.28125,0.37349397590361444,0.5189873417721519,2.4285714285714284,1.1428571428571428,W,W,W,W,D,W,D,D,D,L,0,0,0,0,0,0,0,0,1.1785714285714286,-0.5,1.2857142857142858,0.25,-9.0
NH,0.38,0.19791666666666666,0.5903614457831325,0.5443037974683544,0.9642857142857143,0.6071428571428571,L,W,D,L,D,L,L,D,D,D,0,0,0,0,0,0,0,0,-0.39285714285714285,-0.8571428571428571,0.35714285714285715,0.07142857142857142,1.0
NH,0.26,0.3229166666666667,0.3855421686746988,0.5189873417721519,1.1785714285714286,1.0714285714285714,L,W,L,D,L,L,L,W,L,L,0,0,0,0,0,0,0,0,-0.21428571428571427,-0.35714285714285715,0.10714285714285714,0.03571428571428571,-5.0
NH,0.29,0.3854166666666667,0.43373493975903615,0.5316455696202531,1.0357142857142858,1.1428571428571428,L,L,L,D,W,W,D,L,W,L,0,0,0,0,0,0,0,0,-0.25,-0.17857142857142858,-0.10714285714285714,-0.10714285714285714,6.0
H,0.38,0.3958333333333333,0.40963855421686746,0.6075949367088608,1.3214285714285714,1.0714285714285714,L,W,L,D,W,W,L,W,W,L,0,0,0,0,0,0,0,0,0.14285714285714285,-0.35714285714285715,0.25,-0.07142857142857142,7.0
NH,0.33,0.5104166666666666,0.6144578313253012,0.43037974683544306,0.8571428571428571,1.3928571428571428,W,L,D,D,L,W,L,D,D,W,0,0,0,0,0,0,0,0,-0.6428571428571429,0.5357142857142857,-0.5357142857142857,-0.10714285714285714,6.0
H,0.47,0.5416666666666666,0.3855421686746988,0.379746835443038,1.8214285714285714,1.6785714285714286,W,W,W,D,D,W,W,W,D,W,0,0,0,0,0,0,0,0,0.5357142857142857,0.7857142857142857,0.14285714285714285,-0.07142857142857142,1.0
NH,0.26,0.5208333333333334,0.6265060240963856,0.3037974683544304,0.8571428571428571,2.0,L,W,D,L,D,W,L,D,D,W,0,0,0,0,0,0,0,0,-0.9285714285714286,0.9285714285714286,-1.1428571428571428,-0.10714285714285714,18.0
NH,0.27,0.40625,0.5421686746987951,0.6455696202531646,1.103448275862069,0.9310344827586207,L,W,D,D,D,L,L,W,D,L,0,0,0,0,0,0,0,0,-0.6206896551724138,-0.41379310344827586,0.1724137931034483,0.06896551724137931,-7.0
H,0.21,0.3229166666666667,0.5301204819277109,0.4810126582278481,0.6896551724137931,1.0344827586206897,W,L,L,D,D,D,L,L,L,D,0,0,0,0,0,0,0,0,-0.7931034482758621,-0.2413793103448276,-0.3448275862068966,0.10344827586206896,3.0
NH,0.34,0.2708333333333333,0.6506024096385542,0.6708860759493671,0.7931034482758621,0.8275862068965517,L,L,L,W,D,L,L,W,D,L,0,0,0,0,0,0,0,0,-0.6896551724137931,-0.9310344827586207,-0.034482758620689655,0.0,-1.0
H,0.38,0.40625,0.4457831325301205,0.43037974683544306,1.3793103448275863,1.3793103448275863,L,W,W,L,L,W,L,W,L,D,0,0,0,0,0,0,0,0,0.034482758620689655,0.1724137931034483,0.0,-0.034482758620689655,-2.0
H,0.53,0.5104166666666666,0.40963855421686746,0.4177215189873418,1.4482758620689655,1.8620689655172413,W,W,L,D,D,W,W,W,W,D,0,0,0,0,0,0,0,0,0.6551724137931034,0.5517241379310345,-0.41379310344827586,-0.1724137931034483,5.0
H,0.38,0.2708333333333333,0.5903614457831325,0.4177215189873418,1.0344827586206897,1.1379310344827587,L,W,L,W,W,L,L,W,L,D,0,0,0,0,0,0,0,0,-0.3793103448275862,-0.2413793103448276,-0.10344827586206896,0.1724137931034483,-8.0
H,0.26,0.21875,0.6385542168674698,0.5569620253164557,0.8275862068965517,0.6896551724137931,L,L,W,D,L,W,L,L,D,D,0,0,0,0,0,0,0,0,-0.9310344827586207,-0.7931034482758621,0.13793103448275862,-0.034482758620689655,2.0
H,0.44,0.53125,0.42168674698795183,0.3037974683544304,1.5517241379310345,2.0344827586206895,W,L,L,D,W,W,W,L,D,D,0,0,0,0,0,0,0,0,0.3103448275862069,0.9310344827586207,-0.4827586206896552,-0.034482758620689655,6.0
H,0.68,0.3541666666666667,0.37349397590361444,0.6835443037974683,2.4482758620689653,0.7931034482758621,W,W,W,W,W,L,L,L,W,D,1,1,0,0,0,0,0,0,1.2758620689655173,-0.6896551724137931,1.6551724137931034,0.3793103448275862,-16.0
H,0.39,0.5520833333333334,0.6144578313253012,0.43037974683544306,0.9310344827586207,1.4482758620689655,L,L,W,D,L,W,W,L,D,D,0,0,0,0,0,0,0,0,-0.41379310344827586,0.6551724137931034,-0.5172413793103449,-0.13793103448275862,9.0
NH,0.27,0.4166666666666667,0.42168674698795183,0.4810126582278481,1.1,1.4333333333333333,L,L,L,W,L,W,L,W,W,L,0,0,0,0,0,0,0,0,-0.26666666666666666,0.06666666666666667,-0.3333333333333333,-0.2,3.0
NH,0.4,0.5729166666666666,0.43373493975903615,0.4050632911392405,1.3333333333333333,1.6666666666666667,L,W,L,W,L,W,L,W,W,W,0,0,0,0,1,0,0,0,0.13333333333333333,0.7666666666666667,-0.3333333333333333,-0.2,9.0
H,0.58,0.3333333333333333,0.3614457831325301,0.5443037974683544,1.8333333333333333,1.1,W,W,L,W,L,L,W,L,L,W,0,0,0,0,0,0,0,0,0.9333333333333333,-0.36666666666666664,0.7333333333333333,0.1,-12.0
NH,0.32,0.28125,0.4939759036144578,0.569620253164557,1.0,1.1,L,D,L,L,L,D,L,W,D,D,0,0,1,0,0,0,0,0,-0.3,-0.6,-0.1,-0.16666666666666666,3.0
NH,0.51,0.4166666666666667,0.43373493975903615,0.5569620253164557,1.8,1.2,L,W,W,W,W,W,D,W,D,L,1,0,0,0,0,0,0,0,0.5,-0.13333333333333333,0.6,0.13333333333333333,-4.0
H,0.35,0.4166666666666667,0.6746987951807228,0.6329113924050633,0.9,1.1,W,L,W,L,D,W,L,W,L,W,0,0,0,0,0,0,0,0,-0.7,-0.3333333333333333,-0.2,-0.06666666666666667,10.0
H,0.55,0.3645833333333333,0.3855421686746988,0.7088607594936709,1.6666666666666667,0.7666666666666667,W,L,W,W,W,L,L,L,L,W,1,0,0,0,0,0,0,0,0.7666666666666667,-0.7,0.9,0.3,-15.0
H,0.46,0.28125,0.42168674698795183,0.4430379746835443,1.6,1.1,W,W,L,L,D,L,L,L,W,L,0,0,0,0,0,0,0,0,0.36666666666666664,-0.26666666666666666,0.5,0.13333333333333333,-6.0
H,0.51,0.4166666666666667,0.3132530120481928,0.6329113924050633,1.9666666666666666,1.1,L,W,W,L,D,W,L,W,L,W,0,0,0,0,0,0,0,0,0.8333333333333334,-0.3333333333333333,0.8666666666666667,-0.06666666666666667,-4.0
H,0.39,0.6041666666666666,0.6144578313253012,0.379746835443038,0.9333333333333333,1.8333333333333333,D,L,L,W,D,W,W,L,W,L,0,0,0,0,0,0,0,0,-0.4,0.9333333333333333,-0.9,-0.13333333333333333,12.0
NH,0.33,0.7291666666666666,0.5060240963855421,0.3924050632911392,1.0,2.4838709677419355,D,L,D,L,L,W,W,W,W,W,0,0,0,0,1,1,0,0,-0.2903225806451613,1.2580645161290323,-1.4838709677419355,-0.41935483870967744,12.0
NH,0.4,0.53125,0.4578313253012048,0.46835443037974683,1.2903225806451613,1.7419354838709677,L,L,W,L,W,L,L,W,W,W,0,0,0,0,1,0,0,0,0.06451612903225806,0.45161290322580644,-0.45161290322580644,-0.0967741935483871,8.0
H,0.35,0.4166666666666667,0.5301204819277109,0.4810126582278481,1.1612903225806452,1.4193548387096775,W,L,W,L,L,D,W,L,W,W,0,0,0,0,0,0,0,0,-0.2903225806451613,0.06451612903225806,-0.25806451612903225,-0.12903225806451613,8.0
H,0.36,0.2916666666666667,0.6746987951807228,0.5822784810126582,0.967741935483871,1.096774193548387,W,W,L,W,L,D,D,L,W,D,0,0,0,0,0,0,0,0,-0.6451612903225806,-0.5806451612903226,-0.12903225806451613,0.0967741935483871,4.0
NH,0.31,0.59375,0.6746987951807228,0.4936708860759494,0.967741935483871,1.4516129032258065,W,W,L,L,W,L,W,W,W,L,0,0,0,0,0,0,0,0,-0.8064516129032258,0.5806451612903226,-0.4838709677419355,0.0,10.0
H,0.43,0.2708333333333333,0.5542168674698795,0.6075949367088608,1.2580645161290323,0.7419354838709677,W,W,D,W,D,L,W,W,L,L,0,0,0,0,0,0,0,0,-0.0967741935483871,-0.7096774193548387,0.5161290322580645,0.16129032258064516,-9.0
NH,0.28,0.4166666666666667,0.5542168674698795,0.4810126582278481,1.096774193548387,1.2903225806451613,D,D,L,W,D,L,L,W,L,W,0,0,0,0,0,0,0,0,-0.5806451612903226,0.06451612903225806,-0.1935483870967742,0.0,-1.0
NH,0.35,0.4375,0.6867469879518072,0.6582278481012658,0.7419354838709677,1.0,L,L,L,L,L,W,D,L,L,W,0,0,1,1,0,0,0,0,-0.7096774193548387,-0.3225806451612903,-0.25806451612903225,-0.22580645161290322,0.0
NH,0.27,0.3229166666666667,0.42168674698795183,0.7088607594936709,1.096774193548387,0.967741935483871,D,L,L,L,W,W,W,L,L,W,0,0,0,0,0,0,0,0,-0.25806451612903225,-0.8064516129032258,0.12903225806451613,-0.16129032258064516,-6.0
NH,0.4,0.6145833333333334,0.4578313253012048,0.4177215189873418,1.4193548387096775,1.7096774193548387,D,W,L,W,W,W,W,L,W,W,0,0,0,0,0,0,0,0,0.06451612903225806,0.8387096774193549,-0.2903225806451613,-0.06451612903225806,7.0
H,0.61,0.34375,0.39759036144578314,0.5443037974683544,0.09375,0.0,W,L,W,W,L,L,D,L,D,L,0,0,0,0,0,0,0,0,0.875,-0.3125,0.09375,0.21875,-8.0
NH,0.59,0.3645833333333333,0.4819277108433735,0.5569620253164557,0.09375,0.03125,W,L,W,W,W,D,W,L,W,L,1,0,0,0,0,0,0,0,0.59375,-0.28125,0.0625,0.15625,-9.0
H,0.41,0.4479166666666667,0.6746987951807228,0.5949367088607594,0.0,0.0,L,L,W,L,W,L,W,W,D,W,0,0,0,0,0,0,0,0,-0.46875,-0.125,0.0,-0.125,-3.0
NH,0.28,0.3854166666666667,0.6144578313253012,0.7215189873417721,0.0,0.03125,L,L,W,W,L,D,W,W,L,W,0,0,0,0,0,0,0,0,-0.71875,-0.625,-0.03125,-0.125,2.0
NH,0.53,0.5104166666666666,0.4578313253012048,0.46835443037974683,0.09375,0.03125,W,L,L,W,W,D,W,W,W,L,0,0,0,0,0,0,0,0,0.46875,0.375,0.0625,-0.03125,-3.0
NH,0.71,0.59375,0.39759036144578314,0.34177215189873417,0.0,0.09375,L,W,W,W,W,W,W,L,W,W,1,0,0,0,0,0,0,0,1.1875,0.9375,-0.09375,0.0,1.0
H,0.61,0.2916666666666667,0.40963855421686746,0.5949367088607594,0.09375,0.0,W,W,W,L,W,L,D,D,L,W,0,0,0,0,0,0,0,0,0.84375,-0.59375,0.09375,0.21875,-8.0
NH,0.32,0.4479166666666667,0.6987951807228916,0.5949367088607594,0.0,0.0,L,W,W,L,L,L,W,W,D,W,0,0,0,0,0,0,0,0,-0.8125,-0.125,0.0,-0.125,11.0
H,0.49,0.2916666666666667,0.4457831325301205,0.6455696202531646,0.03125,0.0,D,W,W,W,L,L,L,W,W,L,0,0,0,0,0,0,0,0,0.375,-0.71875,0.03125,0.125,-10.0
NH,0.36,0.6145833333333334,0.7349397590361446,0.5063291139240507,0.0,0.09375,L,L,L,L,L,W,L,W,W,W,0,0,1,1,1,0,0,0,-0.78125,0.59375,-0.09375,-0.375,9.0
NH,0.46,0.375,0.6385542168674698,0.569620253164557,0.09090909090909091,0.030303030303030304,W,W,W,D,L,D,D,W,L,W,0,0,0,0,0,0,0,0,-0.21212121212121213,-0.2727272727272727,0.06060606060606061,0.06060606060606061,0.0
NH,0.42,0.3541666666666667,0.6746987951807228,0.569620253164557,0.09090909090909091,0.0,W,L,L,W,L,L,L,D,L,D,0,0,0,0,0,0,0,0,-0.42424242424242425,-0.3333333333333333,0.09090909090909091,0.12121212121212122,-9.0
NH,0.28,0.7604166666666666,0.46987951807228917,0.4177215189873418,0.0,0.09090909090909091,L,L,D,L,L,W,L,W,W,W,0,0,0,0,1,0,0,0,-0.3333333333333333,1.2121212121212122,-0.09090909090909091,-0.3333333333333333,11.0
NH,0.64,0.53125,0.42168674698795183,0.46835443037974683,0.09090909090909091,0.09090909090909091,W,W,W,W,L,W,D,W,W,W,0,0,0,0,1,0,0,0,0.8787878787878788,0.42424242424242425,0.0,-0.030303030303030304,-4.0
NH,0.44,0.6666666666666666,0.5783132530120482,0.4177215189873418,0.030303030303030304,0.09090909090909091,D,L,W,W,D,W,W,L,W,W,0,0,0,0,0,0,0,0,-0.12121212121212122,0.9393939393939394,-0.06060606060606061,-0.12121212121212122,2.0
H,0.58,0.3854166666666667,0.3253012048192771,0.7341772151898734,0.09090909090909091,0.0,W,W,W,L,W,L,D,W,W,L,0,0,0,0,0,0,0,0,0.9393939393939394,-0.6363636363636364,0.09090909090909091,0.15151515151515152,-14.0
NH,0.36,0.7604166666666666,0.5421686746987951,0.4177215189873418,0.030303030303030304,0.09090909090909091,D,D,W,L,W,W,L,W,W,W,0,0,0,0,1,0,0,0,-0.2727272727272727,1.2121212121212122,-0.06060606060606061,-0.12121212121212122,16.0
NH,0.44,0.6666666666666666,0.5783132530120482,0.4430379746835443,0.030303030303030304,0.09090909090909091,D,L,W,W,D,W,W,W,W,L,0,0,0,0,0,0,0,0,-0.12121212121212122,0.8787878787878788,-0.06060606060606061,-0.12121212121212122,5.0
H,0.3,0.375,0.5903614457831325,0.7974683544303798,0.030303030303030304,0.0,D,L,D,D,L,L,L,L,L,L,0,0,0,0,0,0,1,1,-0.5757575757575758,-0.8181818181818182,0.030303030303030304,0.09090909090909091,-7.0
NH,0.29,0.2916666666666667,0.6265060240963856,0.4936708860759494,0.030303030303030304,0.0,D,L,L,W,W,L,L,D,L,L,0,0,0,0,0,0,0,0,-0.696969696969697,-0.3333333333333333,0.030303030303030304,0.18181818181818182,4.0
H,0.37,0.53125,0.5421686746987951,0.46835443037974683,0.08823529411764706,0.029411764705882353,W,L,L,D,L,D,W,D,W,W,0,0,0,0,0,0,0,0,-0.23529411764705882,0.4117647058823529,0.058823529411764705,-0.20588235294117646,7.0
NH,0.43,0.4895833333333333,0.5060240963855421,0.6835443037974683,0.029411764705882353,0.029411764705882353,D,D,L,L,L,D,W,W,W,D,0,0,1,0,0,0,0,0,0.029411764705882353,-0.20588235294117646,0.0,-0.2647058823529412,-6.0
NH,0.43,0.4375,0.5301204819277109,0.7468354430379747,0.029411764705882353,0.0,D,L,L,D,W,L,W,L,L,W,0,0,0,0,0,0,0,0,-0.029411764705882353,-0.5,0.029411764705882353,-0.029411764705882353,5.0
H,0.38,0.3854166666666667,0.5662650602409639,0.759493670886076,0.029411764705882353,0.0,D,D,D,W,L,L,L,D,W,W,0,0,0,0,0,0,0,0,-0.2647058823529412,-0.6764705882352942,0.029411764705882353,-0.029411764705882353,3.0
NH,0.59,0.6875,0.4819277108433735,0.4430379746835443,0.029411764705882353,0.029411764705882353,D,D,W,L,W,D,W,W,L,W,0,0,0,0,0,0,0,0,0.5588235294117647,0.9117647058823529,0.0,-0.058823529411764705,3.0
H,0.58,0.6145833333333334,0.4939759036144578,0.379746835443038,0.08823529411764706,0.0,W,D,W,L,L,L,W,W,W,L,0,0,0,0,0,0,0,0,0.5,0.8529411764705882,0.08823529411764706,-0.058823529411764705,3.0
H,0.75,0.375,0.42168674698795183,0.759493670886076,0.029411764705882353,0.029411764705882353,D,W,L,W,W,D,W,L,W,W,0,0,0,0,0,0,0,0,1.1764705882352942,-0.7058823529411765,0.0,0.0,-17.0
H,0.51,0.4583333333333333,0.4457831325301205,0.6455696202531646,0.029411764705882353,0.0,D,W,D,W,W,L,D,L,W,W,0,0,0,0,0,0,0,0,0.4117647058823529,-0.20588235294117646,0.029411764705882353,0.11764705882352941,-1.0
H,0.59,0.3958333333333333,0.3614457831325301,0.5949367088607594,0.0,0.029411764705882353,L,W,W,W,L,D,D,D,W,L,0,0,0,0,0,0,0,0,0.8529411764705882,-0.2647058823529412,-0.029411764705882353,0.08823529411764706,-17.0
NH,0.42,0.6145833333333334,0.7108433734939759,0.5063291139240507,0.0,0.029411764705882353,L,W,L,L,W,D,D,W,L,W,0,0,0,0,0,0,0,0,-0.5,0.5588235294117647,-0.029411764705882353,-0.058823529411764705,-4.0
NH,0.47,0.4791666666666667,0.6506024096385542,0.5569620253164557,0.02857142857142857,0.08571428571428572,D,D,W,W,W,W,D,L,L,D,1,0,0,0,0,0,0,0,-0.2,0.05714285714285714,-0.05714285714285714,0.17142857142857143,8.0
H,0.3,0.34375,0.4939759036144578,0.6708860759493671,0.08571428571428572,0.08571428571428572,W,L,L,L,D,W,L,D,L,D,0,0,0,0,0,0,0,0,-0.3142857142857143,-0.5714285714285714,0.0,-0.02857142857142857,2.0
NH,0.39,0.625,0.7469879518072289,0.5443037974683544,0.02857142857142857,0.02857142857142857,D,L,L,D,W,D,W,D,W,L,0,0,0,0,0,0,0,0,-0.6571428571428571,0.4857142857142857,0.0,-0.08571428571428572,11.0
NH,0.65,0.8125,0.42168674698795183,0.4430379746835443,0.08571428571428572,0.08571428571428572,W,D,W,W,W,W,D,W,L,W,1,0,0,0,0,0,0,0,0.8571428571428571,1.2285714285714286,0.0,0.08571428571428572,1.0
H,0.68,0.4479166666666667,0.42168674698795183,0.5569620253164557,0.08571428571428572,0.0,W,D,W,W,L,L,D,D,L,L,0,0,0,0,0,0,0,0,0.9428571428571428,-0.02857142857142857,0.08571428571428572,0.22857142857142856,-6.0
NH,0.37,0.3020833333333333,0.7831325301204819,0.7088607594936709,0.0,0.0,L,D,L,L,L,L,L,D,L,L,0,0,1,0,0,0,0,0,-0.8,-0.7714285714285715,0.0,0.0,1.0
H,0.36,0.3958333333333333,0.7590361445783133,0.569620253164557,0.0,0.08571428571428572,L,D,W,L,W,W,W,L,L,D,0,0,0,0,0,0,0,0,-0.7714285714285715,-0.2,-0.08571428571428572,0.0,5.0
NH,0.44,0.3854166666666667,0.6265060240963856,0.8227848101265823,0.0,0.0,L,L,D,L,W,L,D,L,L,L,0,0,0,0,0,0,1,0,-0.22857142857142856,-0.8,0.0,0.08571428571428572,-10.0
NH,0.33,0.375,0.6385542168674698,0.7974683544303798,0.08571428571428572,0.0,W,L,D,L,D,L,D,W,L,W,0,0,0,0,0,0,0,0,-0.5714285714285714,-0.7714285714285715,0.08571428571428572,-0.05714285714285714,-8.0
NH,0.29,0.6770833333333334,0.6746987951807228,0.4430379746835443,0.0,0.08571428571428572,L,L,D,L,L,W,D,W,W,W,0,0,0,0,1,0,0,0,-0.7714285714285715,0.8571428571428571,-0.08571428571428572,-0.34285714285714286,14.0
NH,0.43,0.6354166666666666,0.5301204819277109,0.3924050632911392,0.027777777777777776,0.027777777777777776,D,L,D,D,L,D,W,L,W,W,0,0,0,0,0,0,0,0,-0.027777777777777776,0.8333333333333334,0.0,-0.19444444444444445,11.0
H,0.61,0.4895833333333333,0.5180722891566265,0.7215189873417721,0.08333333333333333,0.0,W,D,W,D,W,L,D,D,W,W,0,0,0,0,0,0,0,0,0.5,-0.2777777777777778,0.08333333333333333,0.08333333333333333,-14.0
NH,0.48,0.4375,0.5662650602409639,0.810126582278481,0.0,0.08333333333333333,L,W,D,L,L,W,D,L,L,D,0,0,0,0,0,0,0,0,0.027777777777777776,-0.6111111111111112,-0.08333333333333333,-0.027777777777777776,-5.0
NH,0.41,0.4479166666666667,0.5903614457831325,0.8354430379746836,0.0,0.0,L,W,D,D,D,L,D,L,W,L,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.6388888888888888,0.0,0.05555555555555555,13.0
NH,0.67,0.5416666666666666,0.5060240963855421,0.4810126582278481,0.08333333333333333,0.08333333333333333,W,D,D,D,W,W,L,D,W,D,0,0,0,0,0,0,0,0,0.6944444444444444,0.3888888888888889,0.0,0.027777777777777776,2.0
NH,0.79,0.71875,0.43373493975903615,0.4430379746835443,0.027777777777777776,0.08333333333333333,D,W,D,W,L,W,W,D,W,W,0,0,0,0,0,0,0,0,1.1944444444444444,0.9444444444444444,-0.05555555555555555,-0.1388888888888889,-4.0
NH,0.39,0.3229166666666667,0.6144578313253012,0.5189873417721519,0.0,0.08333333333333333,L,W,W,L,L,W,W,L,L,L,0,0,0,0,0,0,1,0,-0.3333333333333333,-0.2777777777777778,-0.08333333333333333,0.0,1.0
H,0.61,0.5,0.37349397590361444,0.5949367088607594,0.027777777777777776,0.0,D,W,L,W,W,L,W,D,L,L,0,0,0,0,0,0,0,0,0.8333333333333334,0.027777777777777776,0.027777777777777776,0.16666666666666666,-9.0
NH,0.42,0.4479166666666667,0.7710843373493976,0.5569620253164557,0.08333333333333333,0.027777777777777776,W,D,L,L,D,D,L,D,D,L,0,0,0,0,0,0,0,0,-0.6111111111111112,-0.027777777777777776,0.05555555555555555,0.05555555555555555,3.0
NH,0.69,0.6354166666666666,0.42168674698795183,0.5443037974683544,0.08333333333333333,0.08333333333333333,W,W,D,W,W,W,D,W,D,W,0,0,0,0,0,0,0,0,0.9444444444444444,0.5,0.0,0.05555555555555555,2.0
